,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country
16150,Ub_oaMgiWvw,18.04.02,Deleted video,TRUSTED MEDIA,22,2018-02-02T20:00:09.000Z,"Ben Shapiro REACTS|""The Memo is Out""|""ben shapiro""",111203,1986,86,609,https://i.ytimg.com/vi/Y9PEqZHdXrI/default.jpg,False,False,True,"The Memo is Out - Ben Shapiro REACTS\n\nCredit: Ben Shapiro, dailywire.com\n\nPlease Subscribe And Don't Forget Click The 🔔 (BELL) Icon To Get Notification For The Latest Videos Uploaded. Thank You!",CA
16160,BhIEIO0vaBE,18.05.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",20921796,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
16360,BhIEIO0vaBE,18.06.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",35832484,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
16487,ai0_hAYmSzY,18.06.02,Deleted video,5-Minute Crafts,26,2018-02-03T16:30:02.000Z,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""fun""|""easy""|""phone case""|""ideas""|""nail polish""|""feather""|""hologram""|""recycle""|""old""|""items""|""tie""|""glue""|""portable""|""charger""|""holder""|""cable""|""last longer""|""photo""|""speakers""|""earphone""",3444570,41235,2909,1853,https://i.ytimg.com/vi/fLO3JfrJ7cM/default.jpg,False,False,True,Check out these wonderful ideas for your phone case and many more useful functions you had no idea about! \n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\nSMART Youtube: https://goo.gl/JTfP6L\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/,CA
16560,BhIEIO0vaBE,18.07.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",40801423,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
16762,BhIEIO0vaBE,18.08.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",44818108,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
16967,BhIEIO0vaBE,18.09.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",48635732,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
17237,BhIEIO0vaBE,18.10.02,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",51243149,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,CA
17536,xckSAAsS3DY,18.11.02,Intégrale - On n'est pas couché 10 février 2018 #ONPC,On n'est pas couché,24,2018-02-11T01:36:22.000Z,"onpc|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""10 fevrier 2018""|""delphine batho""|""melody gardot""|""laurent baffie""|""cali""|""allain bougrain-dubourg""",9243,0,0,0,https://i.ytimg.com/vi/xckSAAsS3DY/default.jpg,True,True,False,Intégrale - On n'est pas couché 10 février 2018 #ONPC\n\nOn n'est pas couché \n10 février 2018\nLaurent Ruquier avec Christine Angot & Yann Moix \nFrance 2 #ONPC\n\nToutes les informations sur les invités et leur actualité https://www.france.tv/france-2/on-n-est-pas-couche/\n\nSuivez @ONPCofficiel et réagissez en direct avec le hashtag #ONPC \nhttps://twitter.com/ONPCofficiel\n\nContinuez le débat sur Facebook https://www.facebook.com/onpcF2,CA
19271,EY4JL4HwaIA,18.20.02,Ice dancer Gabriella Papadakis left red-faced after wardrobe malfunction during routine,on target,17,2018-02-19T10:30:15.000Z,"gabriella papadakis|""gabriella papadakis (athlete)""|""gabriella""|""papadakis""|""gabriella papadakis guillaume cizeron""|""gabriella papadakis 2018""|""ice dancers gabriella papadakis wardrobe""|""gabriella papadakis malfunction""|""wardrobe malfunction gabriella papadakis""|""gabriella papadakis wardrobe""|""french ice dancer gabriella papadakis""|""gabriella papadakis wardrobe malfunction""|""gabriella papadakis and guillaume""|""french ice dancers gabriella papadakis and guillaume""|""figure skating""",239611,0,0,0,https://i.ytimg.com/vi/EY4JL4HwaIA/default.jpg,True,True,False,"FRENCH ice dancer Gabriella Papadakis had  her breast exposed to millions of Winter Olympics viewers worldwide after suffering a wardrobe malfunction during her routine.\n\nThe 22-year-old skater and partner Guillaume Cizeron, 23, were competing in the short dance when her dress somehow got unclipped at the back.\nGabriella Papadakis and Guillaume Cizeron were in the middle of their routine when disaster struck\nFrench skater Gabriella Papadakis had her left breast exposed when her dress became unclipped",CA
19880,NjAtUG9xh5w,18.23.02,صفحه دو آخرهفته: عذرخواهی رهبر ایران و پیشنهادات احمدی‌نژاد,BBC Persian,25,2018-02-22T22:58:41.000Z,[none],8737,0,0,0,https://i.ytimg.com/vi/NjAtUG9xh5w/default.jpg,True,True,False,محمود احمدی‌نژاد، رئیس‌جمهوری پیشین ایران، در نامه‌ای سرگشاده به آیت‌الله خامنه‌ای، خواهان برگزاری فوری انتخابات ریاست جمهوری و مجلس بدون (به گفته او) مهندسی شورای نگهبان و دخالت نیروهای امنیتی-نظامی شد. او همچنین از رهبر ایران خواسته در دفتر خود تغییرات اساسی ایجاد کند. آقای احمدی‌نژاد، از سخنان آیت‌الله علی خامنه‌ای که چند روز پیش در آن گفته بود باید به خاطر کم‌کاری در زمینه برقراری عدالت اجتماعی از مردم و خدواند عذرخواهی کنیم، استقبال کرده و آن را به فال نیک گرفته است. محمود احمدی‌نژاد گفته باید اقدامات عملی و فوری برای اصلاح وضع کشور در جهت خواست و رضایت مردم انجام بگیرد. \nدر این برنامه، درباره پیشنهادات رئیس جمهوری پیشین ایران به آیت‌الله خامنه‌ای صحبت کرده و پرسیده‌ایم چرا رهبر ایران می‌گوید نظام جمهوری اسلامی در مورد عدالت ما عقب مانده است؟ مقصود آیت‌الله خامنه‌ای از عدالت چیست؟ و راهکار او برای بهبود این وضعیت کدام است؟ \nمهمانان برنامه: \nتقی رحمانی، فعال ملی مذهبی، \nویکتوریا طهماسبی، استاد دانشگاه تورنتو، \nمجتبی واحدی، تحلیلگر مسائل سیاسی ایران، \nکامران متین، استاد روابط بین‌الملل در دانشگاه ساسکس.\n\n\n\nمشترک شويد: http://bit.ly/12wjlifC\nوبسايت ما: http://www.bbc.co.uk/persian/\nفيسبوک: https://www.facebook.com/bbcpersian\nتوييتر: https://twitter.com/bbcpersian\nگوگل پلاس: https://plus.google.com/1181902398236611944609/posts,CA
20140,z3XJdMwAvZI,18.25.02,SRIDEVI'S DEATH FUNERAL FULL VIDEO,ST Productions,1,2018-02-24T23:08:36.000Z,"Sridevi|""RIP Sridevi""|""Funeral""|""death""",975360,0,0,0,https://i.ytimg.com/vi/z3XJdMwAvZI/default.jpg,True,True,False,"An actor par excellence, the first female superstar of industry, #Sridevi was a talent like never seen before. A humongous loss to us. \n#RIPSridevi.",CA
20348,z3XJdMwAvZI,18.26.02,SRIDEVI'S DEATH FUNERAL FULL VIDEO,ST Productions,1,2018-02-24T23:08:36.000Z,"Sridevi|""RIP Sridevi""|""Funeral""|""death""",2478518,0,0,0,https://i.ytimg.com/vi/z3XJdMwAvZI/default.jpg,True,True,False,"An actor par excellence, the first female superstar of industry, #Sridevi was a talent like never seen before. A humongous loss to us. \n#RIPSridevi.",CA
20562,z3XJdMwAvZI,18.27.02,SRIDEVI'S DEATH FUNERAL FULL VIDEO,ST Productions,1,2018-02-24T23:08:36.000Z,"Sridevi|""RIP Sridevi""|""Funeral""|""death""",2895813,0,0,0,https://i.ytimg.com/vi/z3XJdMwAvZI/default.jpg,True,True,False,"An actor par excellence, the first female superstar of industry, #Sridevi was a talent like never seen before. A humongous loss to us. \n#RIPSridevi.",CA
20593,c0arVTRwytA,18.27.02,【公式】「劇場版ポケットモンスター みんなの物語」予告編1,ポケモン公式YouTubeチャンネル,1,2018-02-27T01:00:03.000Z,"pokemon|""Pokémon""|""ポケモン""|""ポケットモンスター""|""みんなの物語""|""ピカチュウ""|""サトシ""|""映画""|""ポケモン映画""|""イーブイ""|""ウソッキー""|""ラッキー""|""ワニノコ""|""トゲピー""|""マリル""|""ムチュール""|""ルギア""|""映画再生リスト""",114643,0,0,0,https://i.ytimg.com/vi/c0arVTRwytA/default.jpg,True,True,False,2018年7月13日（金）公開 「劇場版ポケットモンスター みんなの物語」\n映画公式サイト　http://www.pokemon-movie.jp/\n\nこの夏、“キミにきめた！”に続く、\n感動ストーリー「みんなの物語」ここに爆誕！\n\n■ストーリー\n人々が風と共に暮らす街・フウラシティでは、\n1年に1度だけ開催される“風祭り”が行われていた。\n祭りの最終日には伝説のポケモン・ルギアが現れて、\n恵みの風をもたらすという古くからの言い伝えが残る中、\n街に集まる人々はそれぞれの想いを抱きながら、祭りに参加していた……。\n\nポケモン初心者の女子高生、リサ。\n嘘がやめられなくなってしまったホラ吹き男、カガチ。\n自分に自信が持てない気弱な研究家、トリト。\nポケモンを毛嫌いする変わり者のおばあさん、ヒスイ。\n森の中で一人佇む謎の少女、ラルゴ。\n\nサトシとピカチュウが彼らと出会い、\nみんなの物語が動き出す――。\n\n\n©Nintendo･Creatures･GAME FREAK･TV Tokyo･ShoPro･JR Kikaku \n©Pokémon ©2018 ピカチュウプロジェクト,CA
20815,z3XJdMwAvZI,18.28.02,Boney Kapoor's ex-wife Mona Kapoor Funeral,ST Productions,1,2018-02-24T23:08:36.000Z,"Sridevi|""RIP Sridevi""|""Funeral""|""death""",3115246,0,0,0,https://i.ytimg.com/vi/z3XJdMwAvZI/default.jpg,True,True,False,,CA
21121,z3XJdMwAvZI,18.01.03,Boney Kapoor ‘s Ex Wife Funeral,ST Productions,1,2018-02-24T23:08:36.000Z,"Sridevi|""RIP Sridevi""|""Funeral""|""death""",3330473,0,0,0,https://i.ytimg.com/vi/z3XJdMwAvZI/default.jpg,True,True,False,,CA
21563,_EMxJMU1dCo,18.04.03,GET READY WITH ME | Halo Beauty Launch Day,Tati,26,2018-03-02T18:00:04.000Z,"YouTube|""Beauty""|""Makeup""|""Tutorial""|""Review""|""Tati""|""Westbrook""|""GlamLifeGuru""|""makeup tutorial""|""Beauty expert""|""drugstore""|""luxury""|""Get Ready With Me""|""Halo Beauty""",745936,0,0,0,https://i.ytimg.com/vi/_EMxJMU1dCo/default.jpg,True,True,False,"Unfortunately, I had to disable comments due to too much negativity that reached beyond questions & concerns as they turned into personal attacks. I will be making a video next week to address everyones questions and concerns. xo's ~ Tati \n\nFor everyone else, the HALO BEAUTY HAIR, SKIN & NAILS Formula is now available on https://www.HaloBeauty.com. xo's ~ Tati \n\n\n\n✔   P R O D U C T S  M E N T I O N E D + M A K E U P  W O R N\nFace:\nBobbi Brown Vitamin Enriched Face Base\nDr. Brandt Pores No More Pore Refiner Primer\nLaura Mercier Flawless Skin Infusion De Rose Nourishing Oil\nLaura Mercier Flawless Fusion Ultra-Longwear Foundation // Buff\nLaura Mercier Flawless Fusion Ultra-Longwear Foundation // Cashew\nEstee Lauder Double Wear Concealer // Light Medium Cool\nMilani Conceal + Perfect Shine Proof Powder // Natural Light\nChanel Soleil Tan De Chanel Bronzing Makeup Base\nEm Cosmetics Chiaroscuro Contour Stick // Light\nKat Von D Shade and Light Contour Palette\nMake Up For Ever Pro Bronze Fusion // 20M\nCatrice Strobing Blush // Mrs. Amber Brown\nL'Oreal True Match Super Blendable Blush // Rosy Outlook\nWet n Wild Loose Highlighting Powder // Moon Tears\nMac Fix Plus\n\nEyes:\nBecca Anti-Fatigue Under Eye Primer\nMAC Cool Neutral Eyeshadow x 15\nModels Own Eyeshadow Palette // Barely There\nCatrice The Ultimate Chrome Collection Eyeshadow Palette\nL'Oreal Lacquer Liner // Blackest Black\nCatrice Lashes to Kill Ultra Black Volume Mascara\nBlinking Beauté Lashes // No. 6\n\nBrows:\nBeauty Bakerie Brow Gel // Brown Brownies\nHourglass Arch Brow Volumizing Gel // Warm Brunette\nDior Diorshow Brow Styler // Universal Brown\nIt Cosmetics Brow Power Powder // Universal Transforming Taupe\n\nLips:\nMAC Lip Pencil // Subculture\nWet n Wild Megalast Matte Lipstick // Clothing Optional\nH&M Lipstick // In A Nutshell\nPur Chrome Glaze Lipgloss // DIY\n\n\n✔ S N A P C H A T\nhttps://www.snapchat.com/add/TatiWestbrook\n\n✔ I N S T A G R A M\nhttp://instagram.com/glamlifeguru\n\n✔ T W I T T E R\nhttp://twitter.com/#!/glamlifeguru\n\n✔ F A C E B O O K\nhttp://facebook.com/GlamLifeGuru\n\n✔ E M A I L\nTati@GlamLifeGuru.com\n\n\n\nFTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.\n\n\n\n✔ WRITE TO ME HERE\nTati Westbrook\n1905 Wilcox Ave\nSuite #111\nLos Angeles, CA  90068\n\n\nAll Rights Reserved © 2018, Tati Westbrook \n\n\n\n\n\n\n\nHi I'm Tati from GlamLifeGuru, thank you for watching my video, please be sure to check out my collection of makeup videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",CA
21869,_EMxJMU1dCo,18.05.03,GET READY WITH ME | Halo Beauty Launch Day,Tati,26,2018-03-02T18:00:04.000Z,"YouTube|""Beauty""|""Makeup""|""Tutorial""|""Review""|""Tati""|""Westbrook""|""GlamLifeGuru""|""makeup tutorial""|""Beauty expert""|""drugstore""|""luxury""|""Get Ready With Me""|""Halo Beauty""",839375,0,0,0,https://i.ytimg.com/vi/_EMxJMU1dCo/default.jpg,True,True,False,"Unfortunately, I had to disable comments due to too much negativity that reached beyond questions & concerns as they turned into personal attacks. I will be making a video next week to address everyones questions and concerns. xo's ~ Tati \n\nFor everyone else, the HALO BEAUTY HAIR, SKIN & NAILS Formula is now available on https://www.HaloBeauty.com. xo's ~ Tati \n\n\n\n✔   P R O D U C T S  M E N T I O N E D + M A K E U P  W O R N\nFace:\nBobbi Brown Vitamin Enriched Face Base\nDr. Brandt Pores No More Pore Refiner Primer\nLaura Mercier Flawless Skin Infusion De Rose Nourishing Oil\nLaura Mercier Flawless Fusion Ultra-Longwear Foundation // Buff\nLaura Mercier Flawless Fusion Ultra-Longwear Foundation // Cashew\nEstee Lauder Double Wear Concealer // Light Medium Cool\nMilani Conceal + Perfect Shine Proof Powder // Natural Light\nChanel Soleil Tan De Chanel Bronzing Makeup Base\nEm Cosmetics Chiaroscuro Contour Stick // Light\nKat Von D Shade and Light Contour Palette\nMake Up For Ever Pro Bronze Fusion // 20M\nCatrice Strobing Blush // Mrs. Amber Brown\nL'Oreal True Match Super Blendable Blush // Rosy Outlook\nWet n Wild Loose Highlighting Powder // Moon Tears\nMac Fix Plus\n\nEyes:\nBecca Anti-Fatigue Under Eye Primer\nMAC Cool Neutral Eyeshadow x 15\nModels Own Eyeshadow Palette // Barely There\nCatrice The Ultimate Chrome Collection Eyeshadow Palette\nL'Oreal Lacquer Liner // Blackest Black\nCatrice Lashes to Kill Ultra Black Volume Mascara\nBlinking Beauté Lashes // No. 6\n\nBrows:\nBeauty Bakerie Brow Gel // Brown Brownies\nHourglass Arch Brow Volumizing Gel // Warm Brunette\nDior Diorshow Brow Styler // Universal Brown\nIt Cosmetics Brow Power Powder // Universal Transforming Taupe\n\nLips:\nMAC Lip Pencil // Subculture\nWet n Wild Megalast Matte Lipstick // Clothing Optional\nH&M Lipstick // In A Nutshell\nPur Chrome Glaze Lipgloss // DIY\n\n\n✔ S N A P C H A T\nhttps://www.snapchat.com/add/TatiWestbrook\n\n✔ I N S T A G R A M\nhttp://instagram.com/glamlifeguru\n\n✔ T W I T T E R\nhttp://twitter.com/#!/glamlifeguru\n\n✔ F A C E B O O K\nhttp://facebook.com/GlamLifeGuru\n\n✔ E M A I L\nTati@GlamLifeGuru.com\n\n\n\nFTC DISCLAIMER:  This video is Not Sponsored and there are no affiliate links.\n\n\n\n✔ WRITE TO ME HERE\nTati Westbrook\n1905 Wilcox Ave\nSuite #111\nLos Angeles, CA  90068\n\n\nAll Rights Reserved © 2018, Tati Westbrook \n\n\n\n\n\n\n\nHi I'm Tati from GlamLifeGuru, thank you for watching my video, please be sure to check out my collection of makeup videos where you'll find my best beauty tips, tricks and favorites on everything from top luxury cosmetics to my favorite drugstore makeup. Whether you're looking for a new product review, tutorial, beauty tip, haul or perhaps even a giveaway, I hope you enjoy watching.",CA
